sample_id,standard_level,known_concentration_mg_ml,auc_corrected,predicted_concentration_mg_ml,residual_mg_ml,relative_residual
Standard 1,1,0.473,13252375.0,0.36239211016611456,0.11060788983388542,0.23384331888770704
Standard 2,2,0.378,15134580.0,0.418979105323852,-0.040979105323852016,-0.10841033154458206
Standard 3,3,0.284,13155430.0,0.3594775359058364,-0.07547753590583645,-0.2657659714994241
Standard 4,4,0.189,6719743.0,0.1659937288254632,0.023006271174536796,0.1217263025107767
Standard 5,5,0.095,4951668.0,0.11283796127436405,-0.017837961274364045,-0.18776801341435836
Standard 6,6,0.047,2745842.5,0.04652157337436707,0.0004784266256329314,0.010179289907083647
Standard 7,7,0.023,1956745.0,0.0227979851300033,0.00020201486999670004,0.008783255217247828
