p_uva_mw_cm2,p_uvb_mw_cm2,total_mean,total_std,oxidized_mean,reduced_mean
0.0,0.0,0.6635063687815593,0.8079368930610276,0.10627279355238675,1.0125838681521333
0.647,0.246,1.4504381905088595,0.3579521003099604,0.40082877159666674,2.0600971720627355
1.095,0.338,1.5289296641561063,0.2704951176427808,0.8089783491382777,1.7257661107725457
1.692,0.584,1.8218081526661376,0.3817503097656184,0.9122479818463001,2.1856531630730673
2.488,0.768,1.5259414707405863,0.6457184544083501,0.4124827325090443,2.308206666187786
3.185,0.707,1.5986838400295158,0.6823172513620509,0.7506821318568141,2.254601625578297
