sample_name,sample_id,form,area,conc_mg_ml,conc_se_mg_ml,loq_flag,batch_id,intercept_mode,calibration_qc_pass,total_conc_observed,sum_parts_conc,predicted_total_conc,total_vs_parts_abs_diff,total_vs_parts_rel_diff,total_vs_parts_allowed_abs_diff,total_vs_parts_fail
Youssef Pig 29_09_39 4B,4B,total,10753.0,0.06154642264402678,0.003789410472458388,False,Yousseff Scyt 29_09_25.txt,free,True,0.06154642264402678,0.1319598447492791,0.0671500148697922,0.005603592225765425,0.0834488605345973,0.005012114708404554,True
Youssef Pig 29_09_40 4F,4F,oxidized,7035.0,0.06154914212300041,0.005754134624843494,False,Yousseff Scyt 29_09_25.txt,free,True,0.06470465137477253,0.13228200763085407,0.06731004018483154,0.002605388810059006,0.0387072835331056,0.005012114708404554,False
Youssef Pig 29_09_40 4F,4F,reduced,4156.0,0.07073286550785365,0.0015926306507011835,False,Yousseff Red Scyt 29_09_25.txt,free,True,0.06470465137477253,0.13228200763085407,0.06731004018483154,0.002605388810059006,0.0387072835331056,0.005012114708404554,False
Youssef Pig 29_09_40 4F,4F,total,11191.0,0.06470465137477253,0.0037719868642359035,False,Yousseff Scyt 29_09_25.txt,free,True,0.06470465137477253,0.13228200763085407,0.06731004018483154,0.002605388810059006,0.0387072835331056,0.005012114708404554,False
Youssef Pig 29_09_41 4G,4G,oxidized,7264.0,0.06407741153665797,0.005732356666408252,False,Yousseff Scyt 29_09_25.txt,free,True,0.06431528070933813,0.128991013205023,0.06567533162619278,0.0013600509168546493,0.02070870269214188,0.005012114708404554,False
Youssef Pig 29_09_41 4G,4G,reduced,3873.0,0.06491360166836502,0.0016021802184696251,False,Yousseff Red Scyt 29_09_25.txt,free,True,0.06431528070933813,0.128991013205023,0.06567533162619278,0.0013600509168546493,0.02070870269214188,0.005012114708404554,False
Youssef Pig 29_09_41 4G,4G,total,11137.0,0.06431528070933813,0.0037739490424959668,False,Yousseff Scyt 29_09_25.txt,free,True,0.06431528070933813,0.128991013205023,0.06567533162619278,0.0013600509168546493,0.02070870269214188,0.005012114708404554,False
Youssef Pig 29_09_42 4H,4H,oxidized,2342.0,0.009736179859703757,0.006852685613361919,False,Yousseff Scyt 29_09_25.txt,free,True,0.0395614011827395,0.10526774568707437,0.05389146832150975,0.014330067138770247,0.26590604385241207,0.005012114708404554,True
Youssef Pig 29_09_42 4H,4H,reduced,5362.0,0.0955315658273706,0.001608752856069278,False,Yousseff Red Scyt 29_09_25.txt,free,True,0.0395614011827395,0.10526774568707437,0.05389146832150975,0.014330067138770247,0.26590604385241207,0.005012114708404554,True
Youssef Pig 29_09_42 4H,4H,total,7704.0,0.0395614011827395,0.004001645479215488,False,Yousseff Scyt 29_09_25.txt,free,True,0.0395614011827395,0.10526774568707437,0.05389146832150975,0.014330067138770247,0.26590604385241207,0.005012114708404554,True
Youssef Pig 29_09_43 5B,5B,oxidized,2964.0,0.016603357044398095,0.006645866669869933,False,Yousseff Scyt 29_09_25.txt,free,True,0.04892071828892214,0.12603535522333875,0.06420719197784075,0.015286473688918611,0.2380803959499474,0.005012114708404554,True
Youssef Pig 29_09_43 5B,5B,reduced,6038.0,0.10943199817894064,0.0016570138577546426,False,Yousseff Red Scyt 29_09_25.txt,free,True,0.04892071828892214,0.12603535522333875,0.06420719197784075,0.015286473688918611,0.2380803959499474,0.005012114708404554,True
Youssef Pig 29_09_43 5B,5B,total,9002.0,0.04892071828892214,0.0038925323867277156,False,Yousseff Scyt 29_09_25.txt,free,True,0.04892071828892214,0.12603535522333875,0.06420719197784075,0.015286473688918611,0.2380803959499474,0.005012114708404554,True
Youssef Pig 29_09_44 5D,5D,oxidized,4726.0,0.036056678908435745,0.006151855028232385,False,Yousseff Scyt 29_09_25.txt,free,True,0.053881588989271645,0.12340426237497074,0.06290027089525209,0.009018681905980444,0.14338065285917875,0.005012114708404554,True
Youssef Pig 29_09_44 5D,5D,reduced,4964.0,0.087347583466535,0.001593275330451274,False,Yousseff Red Scyt 29_09_25.txt,free,True,0.053881588989271645,0.12340426237497074,0.06290027089525209,0.009018681905980444,0.14338065285917875,0.005012114708404554,True
Youssef Pig 29_09_44 5D,5D,total,9690.0,0.053881588989271645,0.0038457627071807926,False,Yousseff Scyt 29_09_25.txt,free,True,0.053881588989271645,0.12340426237497074,0.06290027089525209,0.009018681905980444,0.14338065285917875,0.005012114708404554,True
Youssef Pig 29_09_45 5E,5E,oxidized,2841.0,0.015245378276363679,0.006685539158731855,False,Yousseff Scyt 29_09_25.txt,free,True,0.042885472974688796,0.10999555885320225,0.05623987602030508,0.013354403045616282,0.23745434717520986,0.005012114708404554,True
Youssef Pig 29_09_45 5E,5E,reduced,5324.0,0.09475018057683857,0.0016068510499020101,False,Yousseff Red Scyt 29_09_25.txt,free,True,0.042885472974688796,0.10999555885320225,0.05623987602030508,0.013354403045616282,0.23745434717520986,0.005012114708404554,True
Youssef Pig 29_09_45 5E,5E,total,8165.0,0.042885472974688796,0.0039598634432309225,False,Yousseff Scyt 29_09_25.txt,free,True,0.042885472974688796,0.10999555885320225,0.05623987602030508,0.013354403045616282,0.23745434717520986,0.005012114708404554,True
Youssef Pig 29_09_46 5F,5F,oxidized,3548.0,0.023050996073114317,0.006466243737261146,False,Yousseff Scyt 29_09_25.txt,free,True,0.06644239823347055,0.17044186721211158,0.08626487297467487,0.019822474741204327,0.22978616970807678,0.005012114708404554,True
Youssef Pig 29_09_46 5F,5F,reduced,7884.0,0.14739087113899726,0.0019097055280433632,False,Yousseff Red Scyt 29_09_25.txt,free,True,0.06644239823347055,0.17044186721211158,0.08626487297467487,0.019822474741204327,0.22978616970807678,0.005012114708404554,True
Youssef Pig 29_09_46 5F,5F,total,11432.0,0.06644239823347055,0.0037638714903514897,False,Yousseff Scyt 29_09_25.txt,free,True,0.06644239823347055,0.17044186721211158,0.08626487297467487,0.019822474741204327,0.22978616970807678,0.005012114708404554,True
Youssef Pig 29_09_47 5I,5I,oxidized,2632.0,0.012937918418484073,0.006754355602995494,False,Yousseff Scyt 29_09_25.txt,free,True,0.029279131388119727,0.07318377135340767,0.037954659973635924,0.008675528585516196,0.2285761113797988,0.005012114708404554,True
Youssef Pig 29_09_47 5I,5I,reduced,3646.0,0.0602458529349236,0.0016134319932442015,False,Yousseff Red Scyt 29_09_25.txt,free,True,0.029279131388119727,0.07318377135340767,0.037954659973635924,0.008675528585516196,0.2285761113797988,0.005012114708404554,True
Youssef Pig 29_09_47 5I,5I,total,6278.0,0.029279131388119727,0.004150725515541231,False,Yousseff Scyt 29_09_25.txt,free,True,0.029279131388119727,0.07318377135340767,0.037954659973635924,0.008675528585516196,0.2285761113797988,0.005012114708404554,True
Youssef Pig 29_09_48 6C,6C,oxidized,3272.0,0.020003824203378567,0.006549297499620939,False,Yousseff Scyt 29_09_25.txt,free,True,0.0403329319457299,0.09861223052580519,0.05058552908597634,0.010252597140246442,0.20267846013473317,0.005012114708404554,True
Youssef Pig 29_09_48 6C,6C,reduced,4539.0,0.07860840632242662,0.0015877601460528613,False,Yousseff Red Scyt 29_09_25.txt,free,True,0.0403329319457299,0.09861223052580519,0.05058552908597634,0.010252597140246442,0.20267846013473317,0.005012114708404554,True
Youssef Pig 29_09_48 6C,6C,total,7811.0,0.0403329319457299,0.00399165804167305,False,Yousseff Scyt 29_09_25.txt,free,True,0.0403329319457299,0.09861223052580519,0.05058552908597634,0.010252597140246442,0.20267846013473317,0.005012114708404554,True
Youssef Pig 29_09_49 6D,6D,oxidized,7751.0,0.06945412421985112,0.00569733311264516,False,Yousseff Scyt 29_09_25.txt,free,True,0.0676681947728011,0.13391534495369756,0.06812135438209642,0.0004531596092953172,0.00665224015884241,0.005012114708404554,False
Youssef Pig 29_09_49 6D,6D,reduced,3851.0,0.06446122073384646,0.0016031318898354395,False,Yousseff Red Scyt 29_09_25.txt,free,True,0.0676681947728011,0.13391534495369756,0.06812135438209642,0.0004531596092953172,0.00665224015884241,0.005012114708404554,False
Youssef Pig 29_09_49 6D,6D,total,11602.0,0.0676681947728011,0.003758780236540247,False,Yousseff Scyt 29_09_25.txt,free,True,0.0676681947728011,0.13391534495369756,0.06812135438209642,0.0004531596092953172,0.00665224015884241,0.005012114708404554,False
Youssef Pig 29_09_50 6F,6F,oxidized,786.0,0.0,0.007431213894784494,False,Yousseff Scyt 29_09_25.txt,free,True,0.009298647797031812,0.04122529091539359,0.022080187175062962,0.01278153937803115,0.5788691588840529,0.005012114708404554,True
Youssef Pig 29_09_50 6F,6F,reduced,2721.0,0.04122529091539359,0.0016906734035165379,False,Yousseff Red Scyt 29_09_25.txt,free,True,0.009298647797031812,0.04122529091539359,0.022080187175062962,0.01278153937803115,0.5788691588840529,0.005012114708404554,True
Youssef Pig 29_09_50 6F,6F,total,3507.0,0.009298647797031812,0.0045161651823783285,False,Yousseff Scyt 29_09_25.txt,free,True,0.009298647797031812,0.04122529091539359,0.022080187175062962,0.01278153937803115,0.5788691588840529,0.005012114708404554,True
Youssef Pig 29_09_51 6H,6H,oxidized,756.0,0.0,0.007443133214309541,False,Yousseff Scyt 29_09_25.txt,free,True,0.0071571091371425595,0.03573503139191845,0.01935305577619824,0.012195946639055679,0.6301819609312096,0.005012114708404554,True
Youssef Pig 29_09_51 6H,6H,reduced,2454.0,0.03573503139191845,0.0017216951167407118,False,Yousseff Red Scyt 29_09_25.txt,free,True,0.0071571091371425595,0.03573503139191845,0.01935305577619824,0.012195946639055679,0.6301819609312096,0.005012114708404554,True
Youssef Pig 29_09_51 6H,6H,total,3210.0,0.0071571091371425595,0.004560518654762726,False,Yousseff Scyt 29_09_25.txt,free,True,0.0071571091371425595,0.03573503139191845,0.01935305577619824,0.012195946639055679,0.6301819609312096,0.005012114708404554,True
Youssef Pig 29_09_52 6J,6J,oxidized,361.0,0.0,0.007602497737810272,False,Yousseff Scyt 29_09_25.txt,free,True,0.0,0.01922312728199132,0.01115123362905076,0.01115123362905076,1.0,0.005012114708404554,True
Youssef Pig 29_09_52 6J,6J,reduced,1651.0,0.01922312728199132,0.0018356206795229792,False,Yousseff Red Scyt 29_09_25.txt,free,True,0.0,0.01922312728199132,0.01115123362905076,0.01115123362905076,1.0,0.005012114708404554,True
Youssef Pig 29_09_52 6J,6J,total,2012.0,0.0,0.0047482912943385865,False,Yousseff Scyt 29_09_25.txt,free,True,0.0,0.01922312728199132,0.01115123362905076,0.01115123362905076,1.0,0.005012114708404554,True
