wavelength_nm,normalized
300.04,0.08639929243642329
300.371,0.08176484959038603
300.701,0.08107445723940654
301.031,0.09992740015096038
301.362,0.10664607898358218
301.692,0.10115800596101615
302.022,0.0978755980614273
302.352,0.09240563256009052
302.682,0.08772800665824974
303.012,0.07979155563533745
303.342,0.08867177955675884
303.672,0.08936171480145153
304.002,0.08977153072975713
304.332,0.09308342674083889
304.662,0.09619179378855455
304.992,0.09475829712305055
305.321,0.08689424646744236
305.651,0.09269214484349801
305.98,0.09841687047946225
306.31,0.09172612127101575
306.639,0.09131531364077762
306.969,0.09213849186288285
307.298,0.08556581312394905
307.628,0.0922528475523047
307.957,0.09813946149418461
308.286,0.09997307750877055
308.615,0.10068026496981182
308.944,0.10462295396826714
309.273,0.09988212186029291
309.602,0.09511092535747295
309.931,0.10665674824512658
310.26,0.10693348610493118
310.589,0.10596664236737335
310.918,0.10398918602747052
311.247,0.11093078087512408
311.575,0.10747365513688661
311.904,0.10279596538584573
312.233,0.11462025310498619
312.561,0.1055007140675227
312.89,0.100789194837445
313.218,0.12080242002290106
313.546,0.1288218634095232
313.875,0.10965586901980076
314.203,0.09888142490875376
314.531,0.1038200813167641
314.859,0.10844793896647283
315.188,0.10972024148949042
315.516,0.11348942916918851
315.844,0.11561242388636915
316.172,0.12159615112400698
316.5,0.12279720565794702
316.827,0.1161110998584897
317.155,0.11979119518889529
317.483,0.12092408686054126
317.811,0.11447171380706135
318.138,0.10972173342417721
318.466,0.11309402001254978
318.794,0.11388454682692412
319.121,0.11516610396066293
319.449,0.12151401601467765
319.776,0.1163073305597492
320.103,0.1129485092253873
320.431,0.1210842969427972
320.758,0.12253633143498124
321.085,0.1194736991009843
321.412,0.12018159248589418
321.739,0.12157746034347987
322.066,0.1217330980102578
322.393,0.11689375663458572
322.72,0.11774610184542968
323.047,0.12242582923726009
323.374,0.12888227823743303
323.701,0.12466856229330969
324.028,0.12077561947079898
324.354,0.12255422002595043
324.681,0.1181636704475958
325.008,0.1266999145008658
325.334,0.12516550658473585
325.661,0.11992795936649957
325.987,0.12813464937996585
326.314,0.1304167463956391
326.64,0.12584125264416968
326.966,0.12578396596624766
327.293,0.12631182025993462
327.619,0.1256188736040437
327.945,0.12520239833867272
328.271,0.12678778330364884
328.597,0.12909735065951106
328.923,0.1275727348829207
329.249,0.12476787374194115
329.575,0.12411949303028039
329.901,0.12338207876153344
330.227,0.1262769776572529
330.552,0.13167488874690036
330.878,0.12925790059688652
331.204,0.12736729604037877
331.529,0.12484871597628502
331.855,0.12903085697922081
332.18,0.13603269223408948
332.506,0.12743280942862187
332.831,0.12032334969907417
333.156,0.12922101166175012
333.482,0.13187316319707806
333.807,0.12671425480739074
334.132,0.12780532845783377
334.457,0.13004249921133545
334.782,0.12987361184088164
335.107,0.12755779326432126
335.432,0.12367699133122377
335.757,0.12286955842093414
336.082,0.12481868205396811
336.407,0.1261371868071776
336.732,0.12599431044804926
337.057,0.12780307873695854
337.381,0.1270263839866149
337.706,0.1255507475904757
338.031,0.1266032793413776
338.355,0.12637403913079776
338.68,0.12927940665160434
339.004,0.13057454083849118
339.329,0.13494312967980973
339.653,0.1322781011171803
339.977,0.1262270553061469
340.301,0.12950686631605327
340.626,0.1291633874948385
340.95,0.12972456453606473
341.274,0.13002857450067937
341.598,0.12858195498143374
341.922,0.13241508055427428
342.246,0.13345754205014196
342.57,0.13347359134939152
342.894,0.13277109925769384
343.218,0.13311773560471354
343.541,0.1365500975491993
343.865,0.13249865672547576
344.189,0.1318933926246654
344.512,0.13555769402207318
344.836,0.13472194094859172
345.159,0.13123805023453392
345.483,0.13043917270071334
345.806,0.1307336632080631
346.13,0.13479040113546883
346.453,0.13560308811690353
346.776,0.13316364516281298
347.099,0.13810001341368175
347.423,0.1386753845309163
347.746,0.13375402392011448
348.069,0.13536144276473266
348.392,0.13845377982771293
348.715,0.1348516929300765
349.038,0.1334487749119124
349.361,0.1341849814782328
349.683,0.13516403482661862
350.006,0.13458796421633465
350.329,0.13319153966690483
350.652,0.13716583317319336
350.974,0.1372175858638275
351.297,0.1356096047265476
351.619,0.13828160604211612
351.942,0.14038487596870206
352.264,0.13853126828606369
352.587,0.13529715452646832
352.909,0.1343293761207142
353.231,0.13392231096774201
353.554,0.13507366026996365
353.876,0.13639049307317008
354.198,0.1383447986385788
354.52,0.1392723223990409
354.842,0.13852406093012967
355.164,0.14224376064495833
355.486,0.1436804819256935
355.808,0.13902262969599768
356.13,0.13723618438168922
356.452,0.14343328538773797
356.773,0.14538192035629838
357.095,0.13866534939869513
357.417,0.1375424956680829
357.738,0.13776405710947687
358.06,0.14111408952106738
358.381,0.14018172875394563
358.703,0.13777618365005387
359.024,0.1424503118056566
