x,y
0.707,2.1634950500337715
0.707,1.3374224661873244
0.707,0.7313367557670651
0.707,0.6593566241041069
0.707,2.5063063175678173
0.768,3.230372847419385
0.768,1.0064070395166549
0.768,0.7310828944121164
0.768,1.6031517791370418
0.768,2.760109286785542
0.584,1.5153570908226774
0.584,1.04254661716374
0.584,1.5961033673981058
0.584,1.4429540868273356
0.584,2.5216484666553898
0.338,1.3858869321347331
0.338,1.1335157516866672
0.338,0.8841608188481707
0.338,1.04699357529621
0.338,1.3647366546767228
0.246,1.609294090866774
0.246,1.2131608814796528
0.246,1.1993693743903615
0.246,2.1675128108676067
0.246,1.0387216023262689
0.0,1.0622757611138731
0.0,0.9079045173781192
0.0,0.5353933885116051
0.0,0.7768485085199663
0.0,0.2707482715773425
