column,median,mean,std,iqr,count
predicted_total_mg_ml,0.0135963150394397,0.047217530652682645,0.058528140703939566,0.08241971309601481,5
predicted_oxidized_mg_ml,-0.0234428408514384,0.010305034254514801,0.057495687446532884,0.0565735385276519,5
predicted_reduced_mg_ml,0.065335300990525,0.068108826182002,0.03108249797739501,0.0377538808683843,5
predicted_total_mg_per_gDW,0.1765755199927233,0.6635063687815592,0.8079368930610277,1.050683403294637,5
predicted_oxidized_mg_per_gDW,-0.3044524785901091,0.10627279355238675,0.8417327065406233,0.8507623719839527,5
predicted_reduced_mg_per_gDW,1.104154667242737,1.0125838681521333,0.4177604993655581,0.3480435916006521,5
