form,measurement,anova_F,anova_p,eta_squared,kruskal_H,kruskal_p,n_groups
total,pct_conc_mg_ml,2.390143792301679,0.0679314738024988,0.3324194705063828,5.903225806451616,0.3157496734894753,6
total,pct_amount_mg_per_gDW,2.726073084831215,0.04352134410287713,0.3622171953559166,7.725161290322575,0.17204716838142448,6
reduced,pct_conc_mg_ml,2.286733557992412,0.07803915982522625,0.32267807718175545,8.716129032258053,0.1209367435178312,6
reduced,pct_amount_mg_per_gDW,1.9089055569800903,0.13016486491092794,0.28453307931783645,8.778064516129035,0.11825064187381315,6
