form,measurement,anova_F,anova_p,eta_squared,kruskal_H,kruskal_p,n_groups
total,predicted_total_mg_ml_pct,2.0434906704747253,0.1084069631924763,0.29860355904203656,5.320000000000007,0.37808728164653316,6
total,predicted_total_mg_per_gDW_pct,2.514608917574362,0.05754230024014834,0.3437789970606174,7.043870967741924,0.21739796342468606,6
oxidized,predicted_oxidized_mg_ml_pct,1.3448125092019174,0.27971942428137997,0.21885330222656055,5.092903225806452,0.4046477768781985,6
oxidized,predicted_oxidized_mg_per_gDW_pct,1.547521052328398,0.21283286705880836,0.2437992784223592,5.263225806451615,0.3846075032029192,6
reduced,predicted_reduced_mg_ml_pct,1.62729655888346,0.19098347250331504,0.25318523020916145,9.325161290322583,0.09677654864092419,6
reduced,predicted_reduced_mg_per_gDW_pct,1.4748057111339195,0.2348475203946659,0.23503607586081057,9.392258064516128,0.09440460461531511,6
