form,measurement,anova_F,anova_p,eta_squared,kruskal_H,kruskal_p,n_groups
total,predicted_total_mg_ml,2.0434906704747244,0.1084069631924763,0.29860355904203645,5.320000000000007,0.37808728164653316,6
oxidized,predicted_oxidized_mg_ml,1.344812509201917,0.27971942428138086,0.21885330222656055,5.092903225806452,0.4046477768781985,6
reduced,predicted_reduced_mg_ml,1.6272965588834596,0.19098347250331504,0.25318523020916134,9.325161290322583,0.09677654864092419,6
total,predicted_total_mg_per_gDW,2.514608917574362,0.05754230024014834,0.3437789970606174,7.043870967741924,0.21739796342468606,6
oxidized,predicted_oxidized_mg_per_gDW,1.5475210523283967,0.21283286705880888,0.24379927842235918,5.263225806451615,0.3846075032029192,6
reduced,predicted_reduced_mg_per_gDW,1.4748057111339188,0.2348475203946659,0.2350360758608105,9.392258064516128,0.09440460461531511,6
