form,measurement,anova_F,anova_p,eta_squared,kruskal_H,kruskal_p,n_groups
total,conc_mg_ml,2.3901437923016804,0.06793147380249864,0.3324194705063828,5.903225806451616,0.3157496734894753,6
oxidized,conc_mg_ml,0.6345084563476034,0.6753778660317906,0.11675544558339708,3.2583834335337434,0.6602189335463785,6
reduced,conc_mg_ml,2.286733557992412,0.07803915982522625,0.32267807718175534,8.716129032258053,0.1209367435178312,6
