wavelength_nm,normalized
300.04,0.07388321570880485
300.371,0.0692585660265686
300.701,0.06908836951357201
301.031,0.085098033522338
301.362,0.09086407692122744
301.692,0.08684527681073395
302.022,0.08441675861854422
302.352,0.07623555035497748
302.682,0.0710554923082328
303.012,0.06519169910103212
303.342,0.07360907591072188
303.672,0.07586690407712275
304.002,0.07888194313567716
304.332,0.0813924357054492
304.662,0.08231137352710649
304.992,0.08132874687029668
305.321,0.07406862276128155
305.651,0.07771886207358039
305.98,0.08202597213950484
306.31,0.07653433723325348
306.639,0.0768986206938267
306.969,0.07767869769526789
307.298,0.07153914643863801
307.628,0.07748658504364873
307.957,0.08192925354132342
308.286,0.08247425272095175
308.615,0.08425543708092813
308.944,0.08868611509632182
309.273,0.08433119637852377
309.602,0.08082814905142878
309.931,0.09026764991672562
310.26,0.08907459974095008
310.589,0.08895608958364348
310.918,0.08814160065370583
311.247,0.09602940670594272
311.575,0.09371782977763903
311.904,0.08821182071216074
312.233,0.09831228087703153
312.561,0.08971764201402604
312.89,0.08552007574454105
313.218,0.10457494399943296
313.546,0.11215299252541455
313.875,0.09368384489813837
314.203,0.08346059238701842
314.531,0.08871819020257084
314.859,0.09281822299238503
315.188,0.09318158775049375
315.516,0.0971869206090405
315.844,0.09917127574376336
316.172,0.10493639692822958
316.5,0.10620641137789298
316.827,0.09962455787759296
317.155,0.10303590543398032
317.483,0.10404209758144184
317.811,0.09773462287264087
318.138,0.0935420291475946
318.466,0.0969469988959809
318.794,0.0974686251820227
319.121,0.09926291724692649
319.449,0.10579733642473906
319.776,0.10109712364994178
320.103,0.09737873227161727
320.431,0.10512430566630822
320.758,0.10697964267520883
321.085,0.10407139378995628
321.412,0.10443111558092043
321.739,0.10502161849030142
322.066,0.10522801787313744
322.393,0.10066242148546496
322.72,0.10100306262021216
323.047,0.10540089832151546
323.374,0.11207848197153804
323.701,0.10776269102738202
324.028,0.10429973621268768
324.354,0.10677237988092186
324.681,0.10167352153346271
325.008,0.10980338534341172
325.334,0.10917646281671493
325.661,0.10410318695173841
325.987,0.11154939982730093
326.314,0.11439902513541629
326.64,0.11020101462676489
326.966,0.10968837677036503
327.293,0.10963881516829568
327.619,0.10922360163892303
327.945,0.10955637873740941
328.271,0.11095009461760462
328.597,0.11329528952736478
328.923,0.11140836459914709
329.249,0.1080616162057756
329.575,0.10757489837437265
329.901,0.10678027640074748
330.227,0.10941143675681216
330.552,0.11533642335755816
330.878,0.11333294712371506
331.204,0.11097187243246708
331.529,0.10766714917760786
331.855,0.1119396596573088
332.18,0.11955511184637839
332.506,0.11155430995451994
332.831,0.10392120844005426
333.156,0.11268125072675347
333.482,0.11579437130514159
333.807,0.11055922020768658
334.132,0.11180688398929364
334.457,0.11401768051998408
334.782,0.11376643726721161
335.107,0.11144271490364382
335.432,0.10796538741374896
335.757,0.10740688190582387
336.082,0.10862972307265317
336.407,0.10972311463750069
336.732,0.11034840387780792
337.057,0.11245937539269055
337.381,0.1114455259547088
337.706,0.10990173833556773
338.031,0.11120792949396151
338.355,0.11075856555267755
338.68,0.11333514051809913
339.004,0.1151304995958758
339.329,0.1193461742531323
339.653,0.1155986914732311
339.977,0.10968290265545273
340.301,0.11386226916543828
340.626,0.11320655802769733
340.95,0.11344542910588444
341.274,0.1140560642336618
341.598,0.11312353474413217
