wavelength_nm,normalized
300.04,0.08604761825775895
300.371,0.08295052122628027
300.701,0.08297549995606068
301.031,0.09914531197765564
301.362,0.1066986499007933
301.692,0.10143926618466685
302.022,0.0987303412951982
302.352,0.09625558988098015
302.682,0.09288997923667244
303.012,0.08609901548970325
303.342,0.09407397196231525
303.672,0.09320893871220633
304.002,0.09761331184103386
304.332,0.10257896660952799
304.662,0.10310004362306026
304.992,0.1035007416520998
305.321,0.09633084906760214
305.651,0.10045827068080052
305.98,0.10569269316725736
306.31,0.09998770887177773
306.639,0.10109450294753018
306.969,0.10233342973228489
307.298,0.09690512284287092
307.628,0.10376576660739888
307.957,0.10925398536566053
308.286,0.10980122661010148
308.615,0.11000256595163099
308.944,0.11349214910112028
309.273,0.10978798571071584
309.602,0.10727399067739436
309.931,0.1172642984941772
310.26,0.1173942687062689
310.589,0.11651397027772208
310.918,0.11546870638988195
311.247,0.12325713947258948
311.575,0.12163206913283116
311.904,0.11671952491901222
312.233,0.12629659102798774
312.561,0.11917463781669174
312.89,0.11348145726318758
313.218,0.13110153812566028
313.546,0.13873907883942377
313.875,0.12143238362406535
314.203,0.11304361828342611
314.531,0.11840391178485211
314.859,0.12222450474901679
315.188,0.12286055684249912
315.516,0.12706960553686047
315.844,0.1294587001577098
316.172,0.1354587707846322
316.5,0.1370370964151613
316.827,0.13027146450722707
317.155,0.13285097229417547
317.483,0.13382688763002096
317.811,0.12777640237790047
318.138,0.12476827500904278
318.466,0.12871810344431106
318.794,0.12947752195044446
319.121,0.13064388892455076
319.449,0.1358173611445086
319.776,0.1320793453565612
320.103,0.12942957041509454
320.431,0.13583403126338703
320.758,0.1368525851921709
321.085,0.1344511503997035
321.412,0.1352454749431803
321.739,0.13636025095472176
322.066,0.13744967830618163
322.393,0.13355943555633842
322.72,0.13347760160553415
323.047,0.1377484372819568
323.374,0.14315744968777971
323.701,0.13933537449887912
324.028,0.1366384562495506
324.354,0.13871541566594514
324.681,0.13520766140566182
325.008,0.14189380104364455
325.334,0.14072377479171644
325.661,0.1371321060687862
325.987,0.14365355065004395
326.314,0.14542007512650232
326.64,0.1419089823377699
326.966,0.1417384915261878
327.293,0.14194179060242676
327.619,0.1415397131955379
327.945,0.14160470689342192
328.271,0.14292524169339288
328.597,0.14457173466048326
328.923,0.1434875287491245
329.249,0.14148968533849052
329.575,0.1408391381805513
329.901,0.13970088659665897
330.227,0.14223275564898613
330.552,0.14736782545413044
330.878,0.14484131382781026
331.204,0.14291948817871866
331.529,0.14141409284851053
331.855,0.14543451793663395
332.18,0.15106657917819127
332.506,0.14428410806025987
332.831,0.13795708687984778
333.156,0.14516666348591015
333.482,0.14808141437710173
333.807,0.14418234575547728
334.132,0.14557039484628642
334.457,0.14733052963197862
334.782,0.14681382967826134
335.107,0.1445621092024562
335.432,0.14179729911582392
335.757,0.14159184341307535
336.082,0.14313914730218627
336.407,0.144254153655183
336.732,0.1448264945280588
337.057,0.14645613889648088
337.381,0.14505931689850207
337.706,0.14410649627433858
338.031,0.1461278993760763
338.355,0.14577806632073104
338.68,0.14760830279227055
339.004,0.14850934641921545
339.329,0.1516938656763013
339.653,0.14969202845457869
339.977,0.14485610769977766
340.301,0.14767285904888516
340.626,0.14726194465907091
340.95,0.1476375877199095
341.274,0.14824599052822654
341.598,0.1474721714977349
341.922,0.15099768562487878
342.246,0.1515632501704645
342.57,0.1511127500320238
342.894,0.1509474571437485
343.218,0.15142485165781933
343.541,0.15465637774167224
343.865,0.15215092984655376
344.189,0.15123172413781946
344.512,0.15403099703262177
344.836,0.15339378138566465
345.159,0.15042338181761464
345.483,0.14982051433608579
345.806,0.15034493338342209
346.13,0.15351108028345076
346.453,0.15396847712254833
346.776,0.15253735667459928
347.099,0.1570047816410907
347.423,0.15721388531211228
347.746,0.15335051487794693
348.069,0.1548330081052412
348.392,0.1572205276482401
348.715,0.15472429310102054
349.038,0.15376506800262865
349.361,0.1545292424910699
349.683,0.15545794357995166
350.006,0.15477759436769106
350.329,0.15363557756400206
350.652,0.1573495992522153
350.974,0.1575321460469611
351.297,0.15597308191802203
351.619,0.15845435053356938
351.942,0.16043609776643894
352.264,0.15913650908101656
352.587,0.15683981126089755
352.909,0.15661550267010899
353.231,0.15643308818798268
353.554,0.15653353036636994
353.876,0.15781018363448276
354.198,0.159935008080325
354.52,0.1600497961291058
354.842,0.15944297504752095
355.164,0.16352878262359186
355.486,0.1649675785278955
355.808,0.16111961263293723
356.13,0.15993302580583282
356.452,0.1648113877359253
356.773,0.16646264548475423
357.095,0.16132130278531423
357.417,0.16055632563612854
357.738,0.16096428896017448
358.06,0.16387876942254462
358.381,0.16328758130998633
358.703,0.16109504472498593
359.024,0.16460950064574026
359.346,0.16253766599906064
359.667,0.15979892496864403
359.988,0.1599739621183609
360.309,0.1625667789279708
360.631,0.16351679457985066
360.952,0.1637110343420241
361.273,0.1634841438298046
361.594,0.1650821435208418
361.915,0.16705117308165324
362.236,0.16465996768923122
362.557,0.16593775213563
362.878,0.16762559962958173
363.198,0.1662960637560926
363.519,0.16542149617127974
363.84,0.166538556204432
364.16,0.16534530569416878
364.481,0.16638680146281226
364.802,0.1671141650677362
365.122,0.16883044102113692
365.443,0.17168992149494383
365.763,0.1702963144161352
366.083,0.169024861744602
366.404,0.16684280846090152
366.724,0.16798137849248226
367.044,0.17189361258445363
367.364,0.17069634259546745
367.685,0.16754388129595874
368.005,0.16531191248533694
368.325,0.16515105534550226
368.645,0.16730086770719432
368.965,0.16767174158868195
369.284,0.16763182454077044
369.604,0.169777747960112
369.924,0.17208873716921502
370.244,0.17450839828821346
370.564,0.17336046779920364
370.883,0.169017206108506
371.203,0.17099265479790832
371.522,0.17333814368695416
371.842,0.17457588122600223
372.161,0.17494425039835995
372.481,0.17287230878882556
372.8,0.17249223317441215
373.119,0.17458476046761132
373.439,0.17592518897747841
373.758,0.17660448842538234
374.077,0.17517116796102988
374.396,0.17390191519532563
374.715,0.1725984215502801
375.034,0.1705295110933063
375.353,0.1721688893803599
375.672,0.17063284545223892
375.991,0.16645891741513758
376.31,0.16556722280454325
376.629,0.1665727991223208
376.948,0.1702853453987284
377.266,0.1736096546836885
377.585,0.17597664106980612
377.904,0.17831517920929227
378.222,0.17594769369641713
378.541,0.1742211417379516
378.859,0.17470104283365553
379.178,0.17496561721339782
379.496,0.17524963086286294
379.814,0.17508650543841445
380.133,0.17437574819491583
380.451,0.17393424575691507
380.769,0.17294756170758854
381.087,0.17278766058332606
381.405,0.17384945193727772
381.723,0.17570534209436242
382.041,0.17691498979645168
382.359,0.17752446605046404
382.677,0.17763393166413044
382.995,0.17891717857999884
383.313,0.17900818655139306
383.631,0.17664060461748765
383.949,0.17785435590510754
384.266,0.17772030936638347
384.584,0.17739570485688955
384.901,0.17842027091006474
385.219,0.17909149138576808
385.537,0.17923966295677332
385.854,0.1794195211060314
386.171,0.17839907144090347
386.489,0.17792779292271085
386.806,0.1801097729206301
387.123,0.1832499285975483
387.441,0.18387530926650075
387.758,0.18456045422258424
388.075,0.1825200481953238
388.392,0.17965728982610465
388.709,0.180633613051759
389.026,0.18009591450184684
389.343,0.18085947546308476
389.66,0.18243261969683822
389.977,0.18425887007832956
390.294,0.1824259898491231
390.61,0.18169738645563296
390.927,0.18589655091082602
391.244,0.1851441530996177
391.56,0.18378485008545795
391.877,0.18271348619669164
392.193,0.18075656280006708
392.51,0.18405920374301185
392.826,0.18503630834609283
393.143,0.18373728446834695
393.459,0.18396280110287086
393.775,0.18326007038665917
394.092,0.1823389049441777
394.408,0.18302002107657697
394.724,0.18417582318972953
395.04,0.18341552246524567
395.356,0.18515200814554278
395.672,0.18822526277969703
395.988,0.18856456355489004
396.304,0.18787563979624128
396.62,0.18722960397966684
396.936,0.18943203088322508
397.252,0.18953846199928664
397.567,0.1887130000198637
397.883,0.1899030986666874
398.199,0.18967852145282502
398.514,0.1878777497751963
398.83,0.18998865520459207
399.146,0.19249059761154869
399.461,0.19201997957035907
399.777,0.19152379131679254
400.092,0.1905667319276908
400.407,0.18900830135327082
400.723,0.1874609470657136
401.038,0.18737663171713473
401.353,0.18847752514713664
401.668,0.19001022715557683
401.983,0.19014863480323768
402.298,0.19037175811348364
402.613,0.18963535156897157
402.928,0.18861101531272162
403.243,0.18726966364696632
403.558,0.1885492325037703
403.873,0.1898889227944261
404.188,0.18749449145584735
404.503,0.18724063573551758
404.817,0.1883286550053297
405.132,0.18882289976047414
405.447,0.18961479600396003
405.761,0.1943765136493016
406.076,0.19591312406928418
406.39,0.19140622572868202
