metric,rss_constant,rss_quad,delta_rss,perm_pvalue
chrom_total,0.2928294804498882,0.025185167633308123,0.2676443128165801,0.025974025974025976
chrom_oxidized,0.19534241990988876,0.07685785889438704,0.11848456101550173,0.22377622377622378
chrom_reduced,0.6235481697411733,0.14090626619674942,0.48264190354442393,0.08891108891108891
dad_total,1.0132679162176939,0.154414664402306,0.8588532518153879,0.04995004995004995
dad_oxidized,0.7661063249156299,0.2361015416700488,0.5300047832455811,0.14085914085914086
dad_reduced,0.7399503532853788,0.16498203312062504,0.5749683201647537,0.1028971028971029
