x,y
3.185,1.4528609606135905
3.185,0.6267883767671432
3.185,0.0207026663468838
3.185,-0.0512774653160743
3.185,1.795672228147636
2.488,2.5197387579992037
2.488,0.2957729500964736
2.488,0.0204488049919351
2.488,0.8925176897168605
2.488,2.0494751973653607
1.692,0.8047230014024962
1.692,0.3319125277435588
1.692,0.8854692779779245
1.692,0.7323199974071544
1.692,1.8110143772352083
1.095,0.6752528427145519
1.095,0.4228816622664859
1.095,0.1735267294279894
1.095,0.3363594858760288
1.095,0.6541025652565415
0.647,0.8986600014465929
0.647,0.5025267920594716
0.647,0.4887352849701802
0.647,1.4568787214474257
0.647,0.3280875129060876
0.0,0.3516416716936918
0.0,0.1972704279579379
0.0,-0.1752407009085761
0.0,0.0662144190997851
0.0,-0.4398858178428387
