dataset,measurement,term,sum_sq,df,F,PR(>F),eta_squared
chromatogram,pct_conc_mg_ml,C(p_uva_mw_cm2),852475.3104459279,5.0,2.941338815956843,0.09207306515925036,0.10707950166645108
chromatogram,pct_conc_mg_ml,C(p_uvb_mw_cm2),852475.3104459271,5.0,2.9413388159568403,0.09207306515925036,0.10707950166645099
chromatogram,pct_conc_mg_ml,C(p_uva_mw_cm2):C(p_uvb_mw_cm2),3126076.6102292053,25.0,2.157212147413899,0.07245382885868341,0.39266676875297524
chromatogram,pct_conc_mg_ml,Residual,3130116.5655820547,54.0,,,0.3931742279141227
chromatogram,pct_amount_mg_per_gDW,C(p_uva_mw_cm2),203933.94436432695,5.0,0.9633705369171787,0.33071632396374673,0.04357219138792875
chromatogram,pct_amount_mg_per_gDW,C(p_uvb_mw_cm2),232737.89134851837,5.0,1.0994384875371168,0.29905976886282565,0.04972639536135261
chromatogram,pct_amount_mg_per_gDW,C(p_uva_mw_cm2):C(p_uvb_mw_cm2),1957467.430333851,25.0,1.8493894728870637,0.1187319989682483,0.41822927407205657
chromatogram,pct_amount_mg_per_gDW,Residual,2286229.975625754,54.0,,,0.48847213917866195
