x,y
4.504950495049505,0.9947682688565952
4.504950495049505,0.8255782692474143
4.504950495049505,0.723334442146625
4.504950495049505,0.3970280991678045
4.504950495049505,0.94517800718518
3.239583333333333,1.2628936543278404
3.239583333333333,0.7787992185640907
3.239583333333333,0.4932194055330111
3.239583333333333,0.6421206339751239
3.239583333333333,1.0005590384181482
2.897260273972603,0.9736926256705184
2.897260273972603,1.0790114043168109
2.897260273972603,1.255954066152843
2.897260273972603,0.5500388874480391
2.897260273972603,0.9040368807911956
3.2396449704142007,0.5200453207427675
3.2396449704142007,0.8668510231553068
3.2396449704142007,0.8088081421846567
3.2396449704142007,1.0373432372473892
3.2396449704142007,0.5651628740391357
2.6300813008130084,0.7194223277782666
2.6300813008130084,0.7483554026287729
2.6300813008130084,0.5428540882871999
2.6300813008130084,0.9770940916686844
2.6300813008130084,0.5048126101399952
