x,y
3.185,0.9947682688565952
3.185,0.8255782692474143
3.185,0.723334442146625
3.185,0.3970280991678045
3.185,0.94517800718518
2.488,1.2628936543278404
2.488,0.7787992185640907
2.488,0.4932194055330111
2.488,0.6421206339751239
2.488,1.0005590384181482
1.692,0.9736926256705184
1.692,1.0790114043168109
1.692,1.255954066152843
1.692,0.5500388874480391
1.692,0.9040368807911956
1.095,0.5200453207427675
1.095,0.8668510231553068
1.095,0.8088081421846567
1.095,1.0373432372473892
1.095,0.5651628740391357
0.647,0.7194223277782666
0.647,0.7483554026287729
0.647,0.5428540882871999
0.647,0.9770940916686844
0.647,0.5048126101399952
0.0,0.5450396208882419
0.0,0.9530731658141
0.0,0.1207616597017118
0.0,0.1555893290683165
0.0,0.0
