dataset,measurement,term,sum_sq,df,F,PR(>F),eta_squared
chromatogram,delta_conc_mg_ml,C(p_uva_mw_cm2),0.0219100009916535,5.0,3.5819906783898006,0.06185341577038081,0.09113099636753996
chromatogram,delta_conc_mg_ml,C(p_uvb_mw_cm2),0.02133012201763214,5.0,3.487188260063574,0.06533335180987294,0.08871908645045302
chromatogram,delta_conc_mg_ml,C(p_uva_mw_cm2):C(p_uvb_mw_cm2),0.09442228352028965,25.0,3.0873548525241916,0.01315583866623183,0.39273374655620946
chromatogram,delta_conc_mg_ml,Residual,0.10276074108189587,84.0,,,0.42741617062579756
chromatogram,delta_amount_mg_per_gDW,C(p_uva_mw_cm2),2.7754208846329655,5.0,2.622317552703003,0.10911909435773633,0.06771492287497768
chromatogram,delta_amount_mg_per_gDW,C(p_uvb_mw_cm2),2.7857706576579764,5.0,2.6320963907957227,0.10847087798791444,0.06796743739846584
chromatogram,delta_amount_mg_per_gDW,C(p_uva_mw_cm2):C(p_uvb_mw_cm2),17.64478739030091,25.0,3.3342860496214564,0.008519909125175775,0.4304988205194733
chromatogram,delta_amount_mg_per_gDW,Residual,17.780863653897327,84.0,,,0.43381881920708326
