x,y
4.504950495049505,2.1634950500337715
4.504950495049505,1.3374224661873244
4.504950495049505,0.7313367557670651
4.504950495049505,0.6593566241041069
4.504950495049505,2.5063063175678173
3.239583333333333,3.230372847419385
3.239583333333333,1.0064070395166549
3.239583333333333,0.7310828944121164
3.239583333333333,1.6031517791370418
3.239583333333333,2.760109286785542
2.897260273972603,1.5153570908226774
2.897260273972603,1.04254661716374
2.897260273972603,1.5961033673981058
2.897260273972603,1.4429540868273356
2.897260273972603,2.5216484666553898
3.2396449704142007,1.3858869321347331
3.2396449704142007,1.1335157516866672
3.2396449704142007,0.8841608188481707
3.2396449704142007,1.04699357529621
3.2396449704142007,1.3647366546767228
2.6300813008130084,1.609294090866774
2.6300813008130084,1.2131608814796528
2.6300813008130084,1.1993693743903615
2.6300813008130084,2.1675128108676067
2.6300813008130084,1.0387216023262689
