x,y
0.707,0.3690946149070785
0.707,0.5508331838279361
0.707,0.7204746178025802
0.707,0.2600274491343869
0.707,0.1072116211483687
0.768,0.2049198495801129
0.768,0.6583243597940752
0.768,0.3682697461172527
0.768,0.1276459667301961
0.768,0.0570473690302406
0.584,0.6878120568919264
0.584,1.0985069785074244
0.584,1.072664370241534
0.584,0.0731241459751473
0.584,0.0390370454433307
0.338,0.0586505169623707
0.338,0.7250736109792361
0.338,0.769364276537505
0.338,1.0335066376880315
0.338,0.1390882837100536
0.246,0.2441670153587955
0.246,0.5007872070616076
0.246,0.1929794718527047
0.246,0.3389852363693281
0.246,0.2230675589393805
0.0,0.270321948694305
0.0,0.978227101688044
0.0,0.0
0.0,0.0
0.0,0.0
